n_detected,linearity_rms,rate_px_frame,step_cv,flux_cv,max_step_px,min_snr,mean_snr,p_real_heuristic,subject_id,y,digest2
4,8.941476388158724,10.331505214633536,1.242757110156992,0.003702129146564627,33.24154027718932,8.051721780374757,8.607673343371733,0.043177880009977014,122133970,0,100.0
4,1.1180339887498973,2.000000000000004,1.4142127138454665,0.0022641182841153626,5.0,8.633466955127808,9.236800143853573,0.09744906695361925,122133971,,100.0
